APP ID,Date Announced,CIA_Name,Grant Type,Sub Type,Grant Title,Admin Institution,State,Sector,Start Yr,End Yr,Total,Broad Research Area,FOR Category,Field of Research,Res KW1,Res KW2,Res KW3,Res KW4,Res KW5,Plain Description,
1107140,09-Nov-15,Prof Philip Clarke,Project Grants,Standard Project Grant,Building a simulation model to improve cardiovascular disease risk prediction and treatment for indigenous Australians,University of Melbourne,VIC,University,2016,2018,"$580,986",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,Aboriginal health,risk assessment,cardiovascular disease,economic evaluation,computer simulation,This project will primarily focus on developing health economic simulation models to assess different methods for preventing and treating cardiovascular disease in Aboriginal and Torres Strait Islander Australians . The aim will be to develop a research program to examine and evaluate policies designed to prevent and treat cardiovascular disease and thereby help close the health inequality gap.,.
1107178,09-Nov-15,Prof Jacob George,Project Grants,Standard Project Grant,MERTK receptor tyrosine kinase: A novel therapeutic target for liver fibrosis,University of Sydney,NSW,University,2016,2019,"$870,972",Clinical Medicine and Science,CLINICAL SCIENCES,Gastroenterology and Hepatology,liver disease,liver fibrosis,liver cirrhosis,liver injury,cirrhosis,"Hepatic fibrosis is the principal cause of liver-related morbidity and mortality, for which there are no effective therapies. Thus, there is an urgent and unmet need to identify new targets to treat liver fibrosis. We have demonstrated for the first time, that liver fibrosis correlates with elevated hepatic expression of MERTK, a receptor tyrosine kinase. This project will explore whether MERTK function can be exploited to target and reverse liver  fibrosis",.
1107228,09-Nov-15,Prof Robyn O'Hehir,Project Grants,Standard Project Grant,Phase I/IIa trials of a novel T-cell epitope-based peptide therapy for peanut allergy,Monash University,VIC,University,2016,2018,"$1,440,000",Clinical Medicine and Science,IMMUNOLOGY,Allergy,clinical trial,food allergy,specific allergen immunotherapy,T cell epitope,peptides,Peanut allergy affects ~2% of the population and is the major cause of food triggered deaths from anaphylaxis.  Typically peanut allergy is lifelong. Currently there is no specific treatment.  Our vast experience in immunology for house dust mite and grass immunotherapy allowed us to identify critical components of peanut proteins needed as a safe vaccine to build tolerance to peanut foods. Now we will progress this novel and revolutionary vaccine through early phase clinical trials.,.
1107258,09-Nov-15,A/Pr Jian Yang,Project Grants,Standard Project Grant,Methods and software tool for complex trait analyses using multi-omics data,University of Queensland,QLD,University,2016,2019,"$573,999",Basic Science,GENETICS,Quantitative Genetics (incl. Disease and Trait Mapping Genetics),statistical genetics,complex disease,genetics,genomics,epigenetics,"This project aims to develop methods to disentangle the contribution of people’s difference in DNA sequence, DNA methylation, and gene expression to their difference in characteristics (including risks to diseases), and to utilise these information to predict disease risks of different people. This project also aims to develop a versatile and efficient computer software to implement the methods being proposed in this project, as well as all other commonly used methods in the research community.",.
1107261,09-Nov-15,Prof Justin Cooper-White,Project Grants,Standard Project Grant,Targeted direct reprogramming of adult cardiac fibroblasts to functional cardiomyocytes,University of Queensland,QLD,University,2016,2018,"$618,493",Basic Science,MEDICAL BIOTECHNOLOGY,Gene and Molecular Therapy,regenerative medicine,biomaterials,gene delivery,acute myocardial infarction (AMI),nanotechnology,"Ischemic Heart Disease (IHD) is the leading cause of mortality in Australia, accounting for ~ 22,000 Australians each year. Regenerating a damaged heart remains a major challenge, requiring us to rethink the problem and develop new innovative and readily translatable strategies. This proposal will develop a targeted, cell-free approach to directly reprogram resident cardiac fibroblasts into functional cardiomyocytes post a heart attack, paving the way for a new therapy for IHD sufferers.",.
1107322,09-Nov-15,Prof Jonathan Iredell,Project Grants,Standard Project Grant,Eradication of high-risk bacterial clones using bacteriophages,University of Sydney,NSW,University,2016,2019,"$685,070",Clinical Medicine and Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,bacteriophage,antibiotic resistance,genomics,enteric bacteria,clinical microbiology,"Nature offers remedies to the spread of dangerous antibiotic resistant bacteria in the form of predatory viruses (bacteriophages). In this project, we will define optimal mixtures of these for killing problem bacterial types, the mechanisms by which bacterial resistance develops, the best approach to identifying susceptible bacteria and to using these viruses to eradicate them, and we will test a carefully optimised bacteriophage therapy in humans colonised by the dangerous E. coli ST131 strain.",.
1107403,09-Nov-15,Prof David Craik,Project Grants,Standard Project Grant,New drug leads for cholesterol,University of Queensland,QLD,University,2016,2018,"$619,986",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Structural Biology (incl. Macromolecular Modelling),drug design,peptides,cholesterol metabolism,structure-based drug design,synthesis,"We aim to develop a new class of cholesterol-lowering drugs by blocking the interaction between a protein in the blood called PCSK9 and its receptor, which is implicated in cholesterol absorption. We will do this by designing small stable peptides (mini proteins) that mimic part of the receptor and have the potential to interfere with the normal PCSK9 binding process. These drugs should be less expensive and potentially less immunogenic than competing therapies based on antibodies.",.
1107425,09-Nov-15,Dr Marc Pellegrini,Project Grants,Standard Project Grant,New drug combinations to enhance elimination of hepatitis B infection,Walter and Eliza Hall Institute,VIC,Research,2016,2018,"$888,304",Basic Science,MEDICAL MICROBIOLOGY,Medical Virology,hepatitis B infection,infection,cell death,apoptosis,tumour necrosis factor (TNF),We have developed a therapy that kills hepatitis B virus infected cells and promotes elimination of infection. We are now testing novel drugs that can be used to maximise the efficacy of our new treatment to promote better outcomes that may be translated to other infections.,.
1107464,09-Nov-15,Prof Matthew Cook,Project Grants,Standard Project Grant,How does NF-kB2 regulate thymic selection to prevent organ-specific autoimmune disease?,Australian National University,ACT,University,2016,2019,"$787,600",Clinical Medicine and Science,IMMUNOLOGY,Autoimmunity,autoimmune disease,thymus,T cell receptor,tolerance,transcriptional regulation,"Autoimmune diseases like type 1 diabetes and thyroiditis arise from defects that cause the immune system to confuse self and non-self. Normally, this distinction is programmed in the thymus. We recently identified the gene that causes a form of autoimmune disease.  We also made an important discovery about how the thymus gland regulates self-non-self discrimination. We will build on these two discoveries to gain a precise understanding of how the immune system normally avoids autoimmune disease.",.
1107509,09-Nov-15,Prof Stephen Bernard,Project Grants,Standard Project Grant,Reduction of oxygen after cardiac arrest: The EXACT trial,Monash University,VIC,University,2016,2020,"$1,891,021",Clinical Medicine and Science,CLINICAL SCIENCES,Emergency Medicine,resuscitation,oxygen therapy,cardiac arrest,emergency medical service,emergency medicine,"We aim to conduct a Phase 3 multi-centre, randomised, controlled trial to determine whether reducing oxygen administration to target a normal level as soon as possible following successful resuscitation from out-of-hospital cardiac arrest, compared to current practice of maintaining 100% oxygen, improves patient survival at hospital discharge.",.
1107514,09-Nov-15,A/Pr Graham Neely,Project Grants,Standard Project Grant,Transcriptional regulation of nociceptor function and extreme genetic pain disease,University of Sydney,NSW,University,2016,2019,"$1,007,462",Basic Science,NEUROSCIENCES,Sensory Systems,nociception,transcriptional regulation,sensory neurons,hereditary sensory neuropathy,functional genomics,"Disorders involving untreatable pain have a devastating impact on a patient’s quality of life. To better treat these conditions, we require a basic understanding of how sensory neurons work. In this study we will define the genetic network involved in regulating pain-sensing neurons. We will then search the genome of pain patients looking for coding mutations within this pain transcriptional network, and we will prove these mutations are causative in fly and mouse systems.",.
1107643,09-Nov-15,Dr Mathias Francois,Project Grants,Standard Project Grant,Deciphering the transcriptional program that instructs lymphatic endothelial cell fate.,University of Queensland,QLD,University,2016,2018,"$541,950",Basic Science,GENETICS,Developmental Genetics (incl. Sex Determination),lymphatics,endothelial cells,differentiation,transcriptional regulation,transcription factor,Lymphatic vessels are essential to maintain fluid balance in most tissues of the human body. Further the lymphatic vasculature plays a central role during cancer and contributes to tumour metastasis. Despite this integral function in health and disease little is known about the molecular programs that coordinate gene expression to build a functional vasculature. This research project will address this gap in our knowledge and will open up new therapeutic avenues for lymphatic vascular disorders,.
1107644,09-Nov-15,A/Pr Ian Blair,Project Grants,Standard Project Grant,The role of mutant cyclin F in amyotrophic lateral sclerosis,Macquarie University,NSW,University,2016,2018,"$1,012,933",Basic Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,amyotrophic lateral sclerosis,motor neuron disease (MND),pathogenic mechanisms,mouse models,neurodegeneration,"Amyotrophic lateral sclerosis (ALS, also known as motor neuron disease, MND) is characterised by rapid paralysis leading to death within 2 to 5 years of onset. There are no effective diagnostic tests or treatments. Confusion remains around the primary cause of paralysis. We recently discovered ALS gene mutations that disrupt normal nerve function, a process known as abnormal protostasis. This gives us a unique opportunity to unlock the primary cause of paralysis and develop animal models of ALS",.
1107671,09-Nov-15,Dr Alexander Swarbrick,Project Grants,Standard Project Grant,Mechanistic and functional analysis of the Id4 proto-oncogene in breast and ovarian cancer,Garvan Institute of Medical Research,NSW,Research,2016,2018,"$693,983",Basic Science,GENETICS,Gene Expression (incl. Microarray and other genome-wide approaches),breast cancer,gene expression,transcriptional regulation,biochemistry,molecular biology,Cancer arises through damage to normal regulatory processes in cells. Understanding these damaged processes is essential to implement personalized medicine. This proposal explores the role of the proto-oncogene ID4 in the closely related cancers triple negative breast cancer and serous ovarian cancer. This research may lead to the development of new therapeutic strategies or the refinement of existing strategies for these poor prognosis cancers.,.
1107723,09-Nov-15,Prof Maree Smith,Project Grants,Standard Project Grant,Novel prolonged-release polymeric microparticles for relief of intractable cancer-related pain,University of Queensland,QLD,University,2016,2018,"$796,950",Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmaceutical Sciences,analgesia,formulation optimisation,cancer pain,opioid analgesia,drug delivery,"For the 10-30% of patients with advanced cancer who experience intractable pain despite administration of large doses of morphine-like drugs by mouth or injection, more invasive dosing routes may be needed. This project will utilise innovative polymer chemistry to develop bioerodable prolonged-release polymer microparticles to deliver pain-killers into the spinal fluid near to the cells that mediate their actions, with a view to producing prolonged periods of analgesia in these patients.",.
1107749,09-Nov-15,Prof Matthew Kiernan,Project Grants,Standard Project Grant,"Nodal Function in Peripheral Neuroinflammatory Disorders: Target Antigens, Functional Significance and Treatment Response",University of Sydney,NSW,University,2016,2019,"$605,172",Clinical Medicine and Science,NEUROSCIENCES,Peripheral Nervous System,neuropathy,autoimmune disease,neurology,neuroinflammatory disease,immunoglobulin (Ig),"Inflammatory neuropathies are autoimmune disorders which produce severe disability and represent a costly burden to the healthcare system, but the causes remain unknown. Recent evidence from our team suggests that antibodies against parts of the peripheral nerve at the node of Ranvier are involved. The project aims to identify these specific targets and monitor treatment responsiveness, stabilise nerve function and prevent persistent disability.",.
1107755,09-Nov-15,Dr Benjamin Hogan,Project Grants,Standard Project Grant,"Characterisation of a newly identified, indispensible, transcriptional regulator of lymphangiogenesis",University of Queensland,QLD,University,2016,2018,"$535,224",Basic Science,GENETICS,Developmental Genetics (incl. Sex Determination),vascular development,transcriptional regulation,lymphangiogenesis,zebrafish,transcription factor,Lymphatic vessels form via lymphangiogenesis: growth of lymphatics from pre-existing vessels. This process is amenable to therapeutic intervention during metastasis because lymphatics support tumour spread. We discovered a gene that is essential for lymphangiogenesis to occur. We will investigate the control of lymphangiogenesis by this new factor. We aim to understand how it controls lymphatic vessel formation and identify genes within this pathway that have novel therapeutic potential.,.
1107774,09-Nov-15,Prof Georgia Chenevix-Trench,Project Grants,Standard Project Grant,Identification of target genes at breast cancer-risk loci with potential for drug repositioning,Queensland Institute of Medical Research,QLD,Research,2016,2019,"$757,478",Basic Science,GENETICS,Genetics not elsewhere classified,polymorphism,gene expression,chromatin structure,breast cancer prevention,breast cancer aetiology,"Genome wide association studies have been extremely successful at identifying regions of the genome associated with breast cancer risk. However, to fully translate this information to prevention and treatment of breast cancer, we need to understand the molecular mechanisms responsible for increasing breast cancer susceptibility, and the genes that are involved.",.
1107800,09-Nov-15,Dr Maria Kaparakis-Liaskos,Project Grants,Standard Project Grant,Characterising the role of IL-37 in the development of H. pylori infection.,Monash University,VIC,University,2016,2018,"$641,992",Basic Science,MEDICAL MICROBIOLOGY,Medical Microbiology not elsewhere classified,bacterial pathogenesis,pathogenesis,microbiology,Helicobacter pylori,bacterial pathogen,"H. pylori infects more than 50% of the worlds population and is the causative agent of gastric cancer, the second leading cause of cancer-related deaths worldwide. Infection with H. pylori occurs during early childhood and persists within the host for life, causing immune suppression and therefore preventing clearance of the infection from the individual. We will examine a newly identified mechanism of H. pylori-induced immune suppression in humans in an attempt to provide novel treatments.",.
1107804,09-Nov-15,Prof Bostjan Kobe,Project Grants,Standard Project Grant,Characterization and inhibition of higher-order assembly signalling in Toll-like receptor pathways,University of Queensland,QLD,University,2016,2018,"$711,995",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Structural Biology (incl. Macromolecular Modelling),structural biology,structural immunology,protein interactions,Toll-like receptors,innate immunity,"The innate immune system is the first line of defence against pathogens.  Inhibitors of innate immune pathways can be developed into therapeutic agents against a number of disorders including chronic inflammatory diseases, such as rheumatoid arthritis. We have discovered a new mechanisms of signaling by a set of key molecules in these pathways, through formation of large assemblies. We will characterize these assemblies and uncover ways to inhibit their formation.",.
1107812,09-Nov-15,A/Pr Dena Lyras,Project Grants,Standard Project Grant,The impact of Clostridium difficile infection and the host immune response on colonic homeostasis and regeneration.,Monash University,VIC,University,2016,2019,"$932,212",Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,bacterial infection,bacterial gastroenteritis,bacterial toxins,bacterial pathogenesis,bacterial virulence,"Hospital-acquired infections with the bacterium Clostridium difficile are a major global public health concern with highly virulent isolates emerging overseas in 2002 and in Australia in 2010. These have spread through our hospitals and are also found in the community.  This project will increase our understanding of how these strains cause severe gut disease, which is critical for the development of improved strategies for preventing and treating these infections and reducing antibiotic use.",.
1107828,09-Nov-15,Prof Jiake Xu,Project Grants,Standard Project Grant,Furin: Carving-up vital substrates for bone remodelling and homeostasis,University of Western Australia,WA,University,2016,2019,"$815,972",Basic Science,CLINICAL SCIENCES,Orthopaedics,bone loss,bone remodelling,osteoclast,osteoblast,bone resorption,"Osteoporosis, or porous bone, is a disease characterized by low bone mass and structural deterioration of bone tissue, leading to bone fragility and an increased susceptibility to fractures. It is caused by an imbalance between the cells that are constantly reabsorbing and reforming bone. The proposed project will address furin as a novel regulator of bone remodelling.",.
1107831,09-Nov-15,Prof John Mariadason,Project Grants,Standard Project Grant,Role of the EHF transcription factor in regulating the differentiation status of colon cancers,La Trobe University,VIC,University,2016,2018,"$621,950",Basic Science,ONCOLOGY AND CARCINOGENESIS,Cancer Cell Biology,colon cancer,differentiation,transcriptional regulation,colonic epithelium,colon cancer metastasis,"New treatment strategies for colon cancer are urgently needed.  This application will test a novel approach for treating colon cancer based on the re-induction of differentiation of colon cancer cells, by reactivating a gene called EHF.  We expect this to reduce the propensity for colon cancer cells to spread to distant organs and to increase their sensitivity to chemotherpay.  This has the potential to significantly benefit the clinical management of patients with this disease.",.
1107836,09-Nov-15,Prof John Mariadason,Project Grants,Standard Project Grant,HDAC3 as a novel orchestrator of lipid oxidation in the intestine and potential therapeutic target in obesity.,La Trobe University,VIC,University,2016,2018,"$526,365",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Metabolism,colon biology,colonic epithelium,transcriptional regulation,epigenetics,lipid metabolism,"This application will seek to determine whether blocking the HDAC3 protein, specifically in the intestine, represents a novel way of controlling obesity.",.
1107930,09-Nov-15,A/Pr Richard Ferrero,Project Grants,Standard Project Grant,"NLRC5, a new regulator of Helicobacter-induced inflammation",Monash University,VIC,University,2016,2019,"$640,136",Basic Science,MEDICAL MICROBIOLOGY,Medical Microbiology not elsewhere classified,Helicobacter pylori,pathogenesis,host/pathogen interaction,chronic infection,pathogenic mechanisms,"Helicobacter pylori lives in the stomach of half the world’s population and is a major cause of human disease, including cancer.  The body fights H. pylori infection by mobilising white blood cells to the stomach lining, resulting in inflammation.  We have evidence that H. pylori can attenuate this inflammation by targeting a host protein, NLRC5.  This project will determine the role of NLRC5 in preventing inflammation and cancer due to H. pylori infection.",.
1107953,09-Nov-15,Prof Stuart Hooper,Project Grants,Standard Project Grant,Improving the neonatal transition in infants with a congenital diaphragmatic hernia,Monash University,VIC,University,2016,2018,"$551,644",Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Foetal Development and Medicine,birth,neonatal,fetal development,fetal medicine,cardiovascular,"Congenital diaphragmatic hernia is a common congenital abnormality and occurs when the diaphragm fails to separate the abdominal and thoracic compartments before birth. This prevents the lung from growing properly and so at birth, the lung is unable to take over the role of gas exchange without considerable assistance. As a result, these infants are at high risk of death or significant disability and this application is focused on improving care and reducing morbidity in these infants.",.
1107969,09-Nov-15,A/Pr Dena Lyras,Project Grants,Standard Project Grant,The role of Clostridium difficile spore interactions with the host in gastrointestinal infection and disease,Monash University,VIC,University,2016,2018,"$511,467",Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,bacterial gastroenteritis,bacterial infection,bacterial pathogenicity,bacterial pathogenesis,bacterial pathogen,"Hospital-acquired infections with the bacterium Clostridium difficile are a major global public health concern with highly virulent isolates emerging overseas in 2002 and in Australia in 2010. These have spread through our hospitals and are also found in the community.  This project will increase our understanding of how these strains cause severe gut disease, which is critical for the development of improved strategies for preventing and treating these infections and reducing antibiotic use.",.
1107986,09-Nov-15,Prof Geoffrey Goodhill,Project Grants,Standard Project Grant,How are axons guided to their targets in the developing nervous system?,University of Queensland,QLD,University,2016,2018,"$329,644",Basic Science,NEUROSCIENCES,Central Nervous System,axon guidance,axon growth,chemotaxis,computer simulation,neural development,"Many neurodevelopmental disorders are probably the result of wiring defects. In this project we will use new technologies to study how growing nerve fibres are steered to their targets during development, and use this data to create new mathematical models which can predict which way nerve fibres should grow in different situations. This will advance our understanding of the mechanisms underlying both normal and abnormal brain development.",.
1108013,09-Nov-15,Prof Boris Martinac,Project Grants,Standard Project Grant,Unravelling Mechanotransduction Pathways in the Heart,Victor Chang Cardiac Research Institute,NSW,Research,2016,2019,"$949,956",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Receptors and Membrane Biology,ion channels,mechanotransduction,patch clamp,calcium imaging,fluorescence spectroscopy,"This project addresses the still unresolved question of involvement of mechanosensitive ion channels in heart hypertrophy and arrhythmias including ventricular arrhythmias. These pathological conditions are a cause of a broadening fiscal healthcare burden in Western societies. Consequently, investigating the role of this class of ion channels in heart disease presents a priority for medical science and a great opportunity to improve the health outcomes for the Australian people.",.
1108032,09-Nov-15,A/Pr Roderick Clifton-Bligh,Project Grants,Standard Project Grant,HEREDITARY ENDOCRINE CANCER: A MODEL BASED ON PHAEOCHROMOCYTOMA- PARAGANGLIOMA SYNDROMES,University of Sydney,NSW,University,2016,2018,"$875,894",Clinical Medicine and Science,CLINICAL SCIENCES,Endocrinology,neuroendocrine,cancer genetics,hereditary cancer,catecholamines,cancer cell biology,"Phaeochromocytomas and paragangliomas are tumours remarkable for their very high heritability. They have a high burden of disease themselves, and their associated hereditary syndromes include risks for other malignancies. Our study will rationalize the pathological approach to diagnosing these hereditary syndromes, find new therapeutic targets for metastatic disease, and provide a template for other cancers with high heritable component.",.
1108043,09-Nov-15,Dr Michael Doran,Project Grants,Standard Project Grant,The Microniche: A novel in-vitro and in-vivo prostate cancer model system,Queensland University of Technology,QLD,University,2016,2018,"$561,012",Basic Science,ONCOLOGY AND CARCINOGENESIS,Cancer Cell Biology,prostate cancer,metastatic cancer,bone marrow,stem cell biology,hormone-refractory prostate cancer,"Maintaining primary prostate cancer cells (PCa) in vitro remains an enormous challenge for the field, and this obstructs efforts to systematically characterize cell behaviour and quantify drug response.  Our group recently developed a 3-demsensional (3D) organoid culture system that does maintain PCa in vitro, and here we will integrate this technology with our 3D bone maorrow niche model system to better characterize PCa bone metastases and identify new clinical treatment regimes.",.
1108049,09-Nov-15,Prof Paul Myles,Project Grants,Standard Project Grant,IV iron for Treatment of Anaemia before Cardiac Surgery (ITACS Trial),Monash University,VIC,University,2016,2020,"$2,285,290",Clinical Medicine and Science,CLINICAL SCIENCES,Anaesthesiology,cardiac surgery,anaesthesia,transfusion,anaemia,outcomes research,Our aim is to evaluate intravenous iron to treat anaemia in 1000 patients waiting for their cardiac surgery. This could reduce the risks of the operation and enable patients to recover faster and can go home earlier.,.
1108064,09-Nov-15,A/Pr John Miles,Project Grants,Standard Project Grant,The bioactivity and binding partners of Irukandji and Box Jellyfish venom,Queensland Institute of Medical Research,QLD,Research,2016,2018,"$596,950",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,venom,toxins,drug discovery,therapeutic target,cytokine production,Venom from the Box Jellyfish and Irukandji jellyfish are considered the most leathal known to science yet precious little is known on the nature of these secretions or how they harm humans. This study aims to fully characterise bioactive proteins in jellyfish venom and attempt to block their activity using regulatory-approved and experimental drugs.,.
1108077,09-Nov-15,Prof Michael McGuckin,Project Grants,Standard Project Grant,Elucidation of the Mechanism of IL-22-Mediated Suppression of ß-Cell Stress in Diabetes,University of Queensland,QLD,University,2016,2017,"$222,322",Basic Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,type 2 diabetes mellitus (non-insulin dependent diabetes mellitus),islets of Langerhans,cytokine signalling,oxidative stress,gene expression,"Pancreatic ß-cells produce the hormone insulin that controls blood sugar. Type 2 diabetes is characterized by inability of stressed ß-cells to make sufficient insulin to control blood sugar. We discovered that an immune factor, IL-22, protects ß-cells from stress. Treatment of diabetic mice with IL-22 resolves all the major problems in diabetes.  This project seeks to reveal the mechanisms by which IL-22 protects ß-cells from stress, with potential for development of novel diabetes therapies.",.
1108092,09-Nov-15,Dr Robyn Brown,Project Grants,Standard Project Grant,A novel approach for the treatment of obesity: examining the potential of addiction therapeutics,University of Melbourne,VIC,University,2016,2018,"$765,935",Basic Science,NEUROSCIENCES,Neurosciences not elsewhere classified,addiction,binge eating disorder,addictive behaviours,obesity,synaptic plasticity,"Difficulty in managing food intake, especially highly palatable food, can result in obesity and the health liabilities associated with being overweight. In its extreme, the difficulty reducing food intake resembles an addictive disorder. We have compelling preliminary data which show deficits in the brain associated with addiction are also found in diet-induced obesity. Therefore strategies used to treat addiction can potentially be used to treat obesity.",.
1108115,09-Nov-15,Prof Tony Butler,Project Grants,Standard Project Grant,Aboriginal and non-Aboriginal women perpetrators of violence: a trial of a prison-based intervention (Beyond Violence),University of New South Wales,NSW,University,2016,2020,"$1,411,825",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,Aboriginal health,women's health,prison population,substance use disorders,traumatic stress,"The proposed study will be the first of its kind in Australia to test a violence prevention program (Beyond Violence) targeting mental health, substance use and violence among incarcerated female offenders with a history of violence. This research responds to the rapidly escalating imprisonment rates among Aboriginal and non-Aboriginal women (particularly for violent offences), and focuses intervention efforts on improving well-being and decreasing reoffending among this vulnerable group.",.
1108124,09-Nov-15,Prof Michael Jennings,Project Grants,Standard Project Grant,"Glycan-glycan interactions between bacterial pathogens and host cells: A novel mechanism of bacterial adherence, a new opportunity for strategies to treat and prevent disease and a new paradigm in interactions between macromolecules.",Griffith University,QLD,University,2016,2019,"$1,059,344",Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,lipopolysaccharide,glycobiology,glycosaminoglycans,adherence,bacterial pathogenesis,Cell surface carbohydrates are ubiquitous throughout nature. Human cell surface carbohydrates are specifically targeted by microbial proteins. These interactions are crucial in causing disease. We have recently shown that the carbohydrates on our cells and those on pathogenic bacteria can interact with one another. Understanding the nature and role of these newly discovered interactions may lead to strategies to block them via new drugs and vaccines.,.
1108176,09-Nov-15,A/Pr Lisa Keay,Project Grants,Standard Project Grant,"PlaTFORM: PrevenTing Falls in a high risk, vision impaired population through specialist ORientation and Mobility services: a randomised trial",University of Sydney,NSW,University,2016,2019,"$773,768",Public Health,OPHTHALMOLOGY and OPTOMETRY,Optometry and Ophthalmology not elsewhere classified,falls prevention,blindness,low vision,injury prevention,mobility,"While many older people fall causing injury and loss of confidence, people with vision impairment and blindness have a dramatically increased risk of falls.  In the PlaTFORM study we will deliver and comprehensively evaluate a falls prevention program through instructors with specialised training in orientation and mobility.  This fills a gap in services and if effective will prevent injury in this vulnerable population and promote mobility.",.
1108179,09-Nov-15,Dr Daniel Park,Project Grants,Standard Project Grant,A functional assay to classify genetic variants in Lynch syndrome,University of Melbourne,VIC,University,2016,2017,"$368,195",Public Health,ONCOLOGY AND CARCINOGENESIS,Cancer Diagnosis,clinical diagnosis,mutation screening,sequencing,cancer genetics,cancer epidemiology,"At least one person in every 1000 is affected by Lynch syndrome, in which faulty DNA repair machinery causes high rates of cancer. People with Lynch syndrome can have their risk of cancer cut substantially with regular screening. However, we often struggle to understand whether people with 'non-standard' DNA sequences in particular genes actually have Lynch syndrome. This project develops a simple test that will tell clinicians whether a given sequence change relates to Lynch syndrome or not.",.
1108211,09-Nov-15,Dr Kyle Hoehn,Project Grants,Standard Project Grant,Understanding the role of sugar metabolism in liver tumour growth,University of New South Wales,NSW,University,2016,2018,"$631,979",Basic Science,MEDICAL PHYSIOLOGY,Systems Physiology,liver cancer,liver metabolism,nutrient intake,lipid metabolism,mouse models,"Primary liver cancer is a deadly disease with limited chemotherapeutic options. The investigators of this proposal have recently determined that sugar intake (but not fat or complex carbohydrate) is a dominant driver of liver tumour growth in mice. The current proposal will investigate the specific contributions of glucose versus fructose in tumour burden, and determine whether blocking the conversion of sugars to fat in the liver represents a therapeutic strategy to block tumour growth in mice.",.
1108254,09-Nov-15,Dr Timothy Mercer,Project Grants,Standard Project Grant,A Universal Clinical Test for Gene Fusions in Blood Cancer,Garvan Institute of Medical Research,NSW,Research,2016,2018,"$628,001",Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Cancer Diagnosis,chromosomal anomalies,sequencing,haematology,bioinformatics,RNA,"Mis-repair of broken chromosomes results in gene fusion and is a common feature of blood cancers. Current tests are only capable of detecting well-known gene fusions and are incapable of identifying new fusion events or fusion variations. We have developed a scientific technique, termed CaptureSeq, that can address these issues. We propose to use this technique as the foundation for a single clinical test for blood cancers, capable of detecting all possible fusion variations – known and unknown.",.
1108283,09-Nov-15,Prof Andrew Forbes,Project Grants,Standard Project Grant,"New methods and guidelines for the design, analysis and reporting of cluster-crossover and stepped wedge randomised trials in clinical and public health research",Monash University,VIC,University,2016,2018,"$391,258",Clinical Medicine and Science,STATISTICS,Biostatistics,clinical trial,randomised trial,biostatistics,design,methodology,"Cluster crossover and stepped wedge designs have emerged recently as study designs used in clinical and public health research settings. However, despite their use there has been very little methodological assessment of the statistical analysis methods used in current practice. The proposed research will assess the correctness of current methods and will produce a toolkit of state-of-the art, defensible trial design, analysis and reporting methods for the clinical/health researcher.",.
1108301,09-Nov-15,A/Pr Gordon Doig,Project Grants,Standard Project Grant,Prophylactic early parenteral nutrition in patients undergoing hematopoietic cell transplantation:  A multi-centre randomised controlled trial.,University of Sydney,NSW,University,2016,2020,"$1,131,673",Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Haematological Tumours,haematological malignancy,clinical trial,malnutrition,nutrition,parenteral nutrition,We intend to conduct a multi-centre clinical trial in patients receiving bone marrow transplants to determine whether very early nutrition support improves overall survival.,.
1108309,09-Nov-15,Prof Brian Smith,Project Grants,Standard Project Grant,Training health professionals in tobacco cessation and evidence translation for Aboriginal Australians,University of Adelaide,SA,University,2016,2018,"$832,723",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,Aboriginal health,smoking cessation,translational research,capacity building,community intervention study,"Our published pilot investigations have shown that smoking cessation programs among Aboriginal and/or Torres Strait Islander Australians are profoundly lacking, with current tobacco prevalence estimates still at 45%. Through a cluster randomised delayed intervention controlled trial design, our proposal includes a opportunistic approach to training existing health professionals in tobacco cessation with a number of methods to reduce tobacco prevalence amongst Indigenous Australians.",.
